 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
ר	אות	לשון_המקרא	tnk1/ljon/jorj/r.html
ר' יונה בן ג'נאח	פירושי ר' יונה בן ג'נאח	אוסף מאמרים	tnk1/klli/mdrjim/rybg.html
ר=ת	רבשורש	לשון_המקרא	tnk1/ljon/jorj/r=t.html
ראב"ע	פירושי ראב"ע	אוסף מאמרים	tnk1/klli/mdrjim/rabe.html
רָאָה	עוף [= עוף הדורס בעלי חיים קטנים, milvus]	לשון_המקרא	tnk1/ljon/jorj/rah.html
ראובן	גבר	דמות_מהתנך	tnk1/dmut/dmut/160.html
ראוי	תואר	לשון_המקרא	tnk1/ljon/jorj/ray.html
ראומה	אשה	דמות_מהתנך	tnk1/dmut/dmut/118.html
רֳאי	מופשט	לשון_המקרא	tnk1/ljon/jorj/rah.html
רְאִי	מופשט [= ענינו עצמיות, ידוע בדברי חז"ל "לא ראי זה כראי זה" [בלשון אשכנז "אייגנשאפט"]]	לשון_המקרא	tnk1/ljon/jorj/ray.html
ראיות במשפט	הראיות והחקירות שלפיהן פוסקים את הדין	מצוות_ארוע	tryg/sug/xqyrt_hedym.html
ראיות במשפט מוות	הראיות והחקירות שלפיהן פוסקים דין מוות	מצוות_ארוע	tryg/sug/xqyrt_hedym_npjwt.html
ראיית חג	המצוה להיראות בבית-המקדש בשלושת הרגלים	מצוות_זמן	tryg/sug/rayyt_xg.html
ראיית חמץ	ראיית חמץ	מצוות_זמן	tryg/sug/rayyt_xmc.html
ראית	פעל [= שים לב]	לשון_המקרא	tnk1/ljon/jorj/rah.html
ראמ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ram.html
ראֵם	חיה	לשון_המקרא	tnk1/ljon/jorj/ram1.html
ראמות	אבן	לשון_המקרא	tnk1/ljon/jorj/rwm2.html
ראש	גבר	דמות_מהתנך	tnk1/dmut/dmut/244.html
ראש	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/raj.html
רֵאש	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwj.html
ראש בן בנימין	גבר	דמות_מהתנך	tnk1/dmut/dmut/244.html
ראש הומיות	ביטוי: מקום	לשון_המקרא	tnk1/ljon/jorj/hmh.html#bituy
ראש השנה	ראש השנה	מצוות_זמן	tryg/sug/erua_zmn_raj_hjnh.html
ראש חודש	מצוות חודשיות	מצוות_זמן	tryg/sug/erua_zmn_xwdj.html
רֹאש1	גוף	לשון_המקרא	tnk1/ljon/jorj/raj1.html
רֹאש2	עשב	לשון_המקרא	tnk1/ljon/jorj/raj2.html
רֹאשה	תואר	לשון_המקרא	tnk1/ljon/jorj/raj1.html
ראשית	זמן [= היפך "אחרית", ועל הרוב הוא סמוך, ע' רש"י בראשית א1]	לשון_המקרא	tnk1/ljon/jorj/raj1.html
ראשית און	ביטוי: בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/awn2.html#bituy
ראשית הגז	ראשית הגז	מצוות_זמן	tryg/sug/rajyt_hgz.html
רַב	פעל [= ולא נמצא ממנו כי אם עבר נסתר [ומשמש כמו בינוני, ולכן בא מלרע. מלבד הג' קמצין שנמסר עליהון תהלים כה, ג' מלעיל] ובינוני מקור]	לשון_המקרא	tnk1/ljon/jorj/rbb.html
רב החבל באניית יונה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1231.html
רב חסד	ביטוי: תואר	לשון_המקרא	tnk1/ljon/jorj/xsd.html#bituy
רב לכם!	ביטוי: מילת קריאה [= עשיתם יותר מדי]	לשון_המקרא	tnk1/ljon/jorj/l.html#bituy
רב סריס	גבר	דמות_מהתנך	tnk1/dmut/dmut/1091.html
רֻבב	פֻעל [= מענין רבבה [רק בריבוי "מרובבות"]]	לשון_המקרא	tnk1/ljon/jorj/rbb.html
רבד	שורש [= ענינו קישוט, לצואר או למיטה במצעות]	לשון_המקרא	tnk1/ljon/jorj/rbd.html
רבד=רפד	עלשורש_אות [= שורשים עם משמעות דומה, בחילוף בין שתי אותיות קרובות]	לשון_המקרא	tnk1/ljon/jorj/rbd=rpd.html
רבה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rbh.html
רבוע	תואר [= בעל ארבע צלעות שוות]	לשון_המקרא	tnk1/ljon/jorj/rbe.html
רביבים	עצם ברקיע [= מטר, מגזרת "רב", ראב"ע דברים לב]	לשון_המקרא	tnk1/ljon/jorj/rbb.html
רביד	תכשיט [= תכשיט לצואר]	לשון_המקרא	tnk1/ljon/jorj/rbd.html
רבים	צורת יחיד וצורת רבים	אוסף מאמרים	tnk1/ljon/dq/cwrt_yxyd_wcwrt_rbym.html
רביעי	תואר [= מספר סידורי]	לשון_המקרא	tnk1/ljon/jorj/rbe.html
רבכ	שורש [= ענינו חליטת עיסה ברותחין]	לשון_המקרא	tnk1/ljon/jorj/rbk.html
רבנים - דיונים	דיונים על רבנים	אוסף מאמרים	tryg/mqor/rbnim.html
רבע	גבר	דמות_מהתנך	tnk1/dmut/dmut/519.html
רבע	שורש [= שם "רבוע" ו"ארבעה", והנגזר ממנו. ועמו "ורבעי" שהוא מתרגום "רבץ"]	לשון_המקרא	tnk1/ljon/jorj/rbe.html
רבע מלך מדין	גבר	דמות_מהתנך	tnk1/dmut/dmut/519.html
רֵבֶץ	מופשט	לשון_המקרא	tnk1/ljon/jorj/rbc.html
רבק	שורש	לשון_המקרא	tnk1/ljon/jorj/rbq.html
רבקה	אשה	דמות_מהתנך	tnk1/dmut/dmut/117.html
רבקה אמנו	אשה	דמות_מהתנך	tnk1/dmut/dmut/117.html
רבשקה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1092.html
רגֶב	עצם בארץ	לשון_המקרא	tnk1/ljon/jorj/rgb.html
רַגָּז	תואר	לשון_המקרא	tnk1/ljon/jorj/rgz.html
רגל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rgl.html
רגֶל	גוף	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
רגלי	בעל תפקיד [= תואר להולכי רגל]	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
רגלים	זמן	לשון_המקרא	tnk1/ljon/jorj/rgl2.html
רגמ	שורש [= ענינו זריקת אבנים]	לשון_המקרא	tnk1/ljon/jorj/rgm.html
רגם מלך	גבר	דמות_מהתנך	tnk1/dmut/dmut/1255.html
רגמה	מופשט [= ע' רש"י תהלים סח28]	לשון_המקרא	tnk1/ljon/jorj/rgm.html
רגנ	שורש [= תלונה על שנאה או כוונה רעה]	לשון_המקרא	tnk1/ljon/jorj/rgn.html
רגע	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rge.html
רֶגַע	זמן	לשון_המקרא	tnk1/ljon/jorj/rge1.html
רגעי ארץ	ביטוי: בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/arc.html#bituy
רגעי-	בעל תכונה [= אנשים השקטים ולא ירעו לאיש]	לשון_המקרא	tnk1/ljon/jorj/rge2.html
רגֶש	קול	לשון_המקרא	tnk1/ljon/jorj/rgj.html
רגשה	קול	לשון_המקרא	tnk1/ljon/jorj/rgj.html
רגשות	רגש	לשון_המקרא	tnk1/ljon/sug/LjonRgj.html
רד	פעל	לשון_המקרא	tnk1/ljon/jorj/rwd=ryd.html
רדד	שורש	לשון_המקרא	tnk1/ljon/jorj/rdd.html
רדה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rdh.html
רדה בפרך	ביטוי: פעל	לשון_המקרא	tnk1/ljon/jorj/prk1.html#bituy
רדי	גבר	דמות_מהתנך	tnk1/dmut/dmut/690.html
רדיד	תכשיט [= תכשיט לאישה, כמו צעיף]	לשון_המקרא	tnk1/ljon/jorj/rdd.html
רדמ	שורש [= ענינו שינה חזקה]	לשון_המקרא	tnk1/ljon/jorj/rdm.html
רֻדף	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rdp.html
רַהַב	בעל תכונה [= תואר לגאה וגס רוח, ורובו כינוי למצרים]	לשון_המקרא	tnk1/ljon/jorj/rhb.html
רהה	שורש [= ירא, פחד, חת]	לשון_המקרא	tnk1/ljon/jorj/rhh.html
רהט	שורש [= שם-רבים "רהטים", והם כלי שקתות המים להשקאת הצאן, ועמו "רהיטנו"]	לשון_המקרא	tnk1/ljon/jorj/rhf.html
רהטים	כלי קיבול	לשון_המקרא	tnk1/ljon/jorj/rhf.html
רהיט	חומר בנין [= קרשים או בריחים]	לשון_המקרא	tnk1/ljon/jorj/rhf.html
רואה	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/rah.html
רואי פני המלך	ביטוי: בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/mlk1.html#bituy
רוב	שורש	לשון_המקרא	tnk1/ljon/jorj/rwb.html
רוב=ריב	שורש [= ענינו מדון]	לשון_המקרא	tnk1/ljon/jorj/rwb=ryb.html
רובֶה	בעל תפקיד [= [בינוני של "רבה"]]	לשון_המקרא	tnk1/ljon/jorj/rbh2.html
רוגז	רגש	לשון_המקרא	tnk1/ljon/jorj/rgz.html
רוגזה	רגש [= "רוגז" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/rgz.html
רוגל	בעל תפקיד [= כובס, שבועט ברגל]	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
רוד	שורש	לשון_המקרא	tnk1/ljon/jorj/rwd.html
רוד=ריד	שורש [= ענינו היות למטה, מוחשי או מופשט]	לשון_המקרא	tnk1/ljon/jorj/rwd=ryd.html
רוֶה	תואר	לשון_המקרא	tnk1/ljon/jorj/rwh.html
רוזן	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/rzn.html
רוח	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rwx.html
רֶוַח	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwx1.html
רוּח	עצם ברקיע [= בהשאלה: הבל, אויר בלי תוכן]	לשון_המקרא	tnk1/ljon/jorj/rwx2.html
רוח אלהים	ביטוי: שם1 [= רוח נבואה]	לשון_המקרא	tnk1/ljon/jorj/alh.html#bituy
רוח ה'	ביטוי: שם1	לשון_המקרא	tnk1/ljon/jorj/rwx2.html#bituy
רוח חדשה	ביטוי: גוף	לשון_המקרא	tnk1/ljon/jorj/xdj.html#bituy
רוח נכאה	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/nkh=nka.html#bituy
רוח פיו	ביטוי: קול	לשון_המקרא	tnk1/ljon/jorj/ph1.html#bituy
רוח צפון	ביטוי: עצם ברקיע	לשון_המקרא	tnk1/ljon/jorj/cpn2.html#bituy
רוח קדים	ביטוי: עצם ברקיע [= רוח יבשה ומייבשת]	לשון_המקרא	tnk1/ljon/jorj/qdm.html#bituy
רוח שפתיו	ביטוי: קול	לשון_המקרא	tnk1/ljon/jorj/rwx1.html#bituy
רְוָחה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwx1.html
רויה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwh.html
רוכל	בעל תפקיד [= סוחר]	לשון_המקרא	tnk1/ljon/jorj/rkl.html
רומ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rwm.html
רוֹם	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
רום לב	ביטוי: אופי	לשון_המקרא	tnk1/ljon/jorj/lbb2.html#bituy
רום עיניים	ביטוי: אופי	לשון_המקרא	tnk1/ljon/jorj/eyn1.html#bituy
רוֹמָה	תואר פועל [= "רוֹם" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
רומח	כלי נשק [= כלי נשק לדקירה]	לשון_המקרא	tnk1/ljon/jorj/rmx.html
רוני פליט	ביטוי: קול	לשון_המקרא	tnk1/ljon/jorj/plf.html#bituy
רוע	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rwe.html
רועה	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/reh1.html
רופ	שורש [= ענינו שבר וכתישה, ועמו "הריפות"]	לשון_המקרא	tnk1/ljon/jorj/rwp.html
רוצ	שורש [= ענינו מהירות הליכה]	לשון_המקרא	tnk1/ljon/jorj/rwc.html
רוצץ	פיעל [= ענינו ריצה הנה והנה]	לשון_המקרא	tnk1/ljon/jorj/rwc.html
רוש	שורש [= ענינו עניות]	לשון_המקרא	tnk1/ljon/jorj/rwj.html
רות	אשה	דמות_מהתנך	tnk1/dmut/dmut/1309.html
רות	רות	ספר	tnk1/prqim/t29.htm
רות - כל הפרקים	רות א0	פרשה_בתנך	prqim/t2901.htm#0
רות המואביה	אשה	דמות_מהתנך	tnk1/dmut/dmut/1309.html
רותם	צמח [= מין עץ שגחלתו חמה מאד, ואף שכבה מבחוץ לא כבה בפנים]	לשון_המקרא	tnk1/ljon/jorj/rtm.html
רזֶה	תואר	לשון_המקרא	tnk1/ljon/jorj/rzh.html
רזון	גבר	דמות_מהתנך	tnk1/dmut/dmut/948.html
רזוֹן	מופשט	לשון_המקרא	tnk1/ljon/jorj/rzh.html
רזח	שורש	לשון_המקרא	tnk1/ljon/jorj/rzx.html
רָזִי	מופשט [= מענין התשת כוח]	לשון_המקרא	tnk1/ljon/jorj/rzh.html
רזמ	שורש [= ענינו ידוע בדברי חז"ל, בהיפוך אותיות רמז]	לשון_המקרא	tnk1/ljon/jorj/rzm.html
רזנ	שורש [= שם-רבים "רוזנים", והם שרים]	לשון_המקרא	tnk1/ljon/jorj/rzn.html
רחב	אשה	דמות_מהתנך	tnk1/dmut/dmut/528.html
רַחַב	מופשט	לשון_המקרא	tnk1/ljon/jorj/rxb.html
רחב הזונה	אשה	דמות_מהתנך	tnk1/dmut/dmut/528.html
רחב לב	ביטוי: בעל תכונה [= רחב אופקים, אדם שהמחשבות והידיעות שלו מגיעות לתחומים רבים ורחבים]	לשון_המקרא	tnk1/ljon/jorj/lbb2.html#bituy
רחבעם	גבר	דמות_מהתנך	tnk1/dmut/dmut/955.html
רחוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/748.html
רחוֹב	מבנה [= שוק העיר, שהוא במקום רחב]	לשון_המקרא	tnk1/ljon/jorj/rxb.html
רחום	גבר	דמות_מהתנך	tnk1/dmut/dmut/1349.html
רחוּם	תואר [= תואר לה']	לשון_המקרא	tnk1/ljon/jorj/rxm1.html
רחוק	תואר	לשון_המקרא	tnk1/ljon/jorj/rxq.html
רחל	אשה	דמות_מהתנך	tnk1/dmut/dmut/158.html
רחֵל	חיה [= נקבה מן הצאן (כבשה), ואולי גם - דֶרֶך]	לשון_המקרא	tnk1/ljon/jorj/rxl.html
רחל אמנו	אשה	דמות_מהתנך	tnk1/dmut/dmut/158.html
רחמ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rxm.html
רֻחם	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rxm1.html
רַחַם	בעל תכונה [= כינוי לנקבה]	לשון_המקרא	tnk1/ljon/jorj/rxm2.html
רחמים	רגש	לשון_המקרא	tnk1/ljon/jorj/rxm1.html
רחמתיים	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/rxm2.html
רחפ	שורש [= תנודה הלוך ושוב, או נגיעה עדינה מאד]	לשון_המקרא	tnk1/ljon/jorj/rxp.html
רַחַץ	מופשט	לשון_המקרא	tnk1/ljon/jorj/rxc.html
רחק	שורש [= ענינו היפך קרב, במקום או בזמן]	לשון_המקרא	tnk1/ljon/jorj/rxq.html
רחש	שורש [= ענינו נענוע ומשמיע קול]	לשון_המקרא	tnk1/ljon/jorj/rxj.html
רחת	כלי [= כלי מזרה התבואה ברוח]	לשון_המקרא	tnk1/ljon/jorj/rwx2.html
רטב	שורש [= ענינו לחות]	לשון_המקרא	tnk1/ljon/jorj/rfb.html
רטה	שורש [= ענינו כמו ירט, וע' רש"י]	לשון_המקרא	tnk1/ljon/jorj/rfh.html
רטוב	תואר	לשון_המקרא	tnk1/ljon/jorj/rfb.html
רטֶט	רגש	לשון_המקרא	tnk1/ljon/jorj/rff.html
רֻטפַש	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rfpj.html
רֻטש	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rfj.html
רִיב	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwb=ryb.html
ריב	שורש	לשון_המקרא	tnk1/ljon/jorj/ryb.html
רִיב[מ]	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwb=ryb.html
רִיב[פ]	פעל	לשון_המקרא	tnk1/ljon/jorj/rwb=ryb.html
ריבה1	פיעל	לשון_המקרא	tnk1/ljon/jorj/rbh1.html
ריבה2	פיעל	לשון_המקרא	tnk1/ljon/jorj/rbh2.html
ריבוי	צורת יחיד וצורת רבים	אוסף מאמרים	tnk1/ljon/dq/cwrt_yxyd_wcwrt_rbym.html
ריבי	גבר	דמות_מהתנך	tnk1/dmut/dmut/839.html
ריבעים	אדם קרוב [= דור רביעי]	לשון_המקרא	tnk1/ljon/jorj/rbe.html
ריגל	פיעל [= רוב ענינו - תור הארץ וחקרה, שהולכים בכל מקום מסתר]	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
ריד	שורש	לשון_המקרא	tnk1/ljon/jorj/ryd.html
רידה	פיעל [= ענינו הכנעה והשפלה]	לשון_המקרא	tnk1/ljon/jorj/rdh1.html
רידף	פיעל [= רדף בתמידות את-, השתדל להידבק אל-, מתוך אהבה או שנאה]	לשון_המקרא	tnk1/ljon/jorj/rdp.html
ריוה	פיעל	לשון_המקרא	tnk1/ljon/jorj/rwh.html
ריח	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ryx.html
רֵיח	מופשט	לשון_המקרא	tnk1/ljon/jorj/ryx1.html
ריח ניחוח	ביטוי: מופשט [= נחת רוח לפני הקב"ה, שאמר ונעשה רצונו]	לשון_המקרא	tnk1/ljon/jorj/nwx.html#bituy
ריחיים	כלי חיתוך [= כלי לטחינת קמח]	לשון_המקרא	tnk1/ljon/jorj/ryx2.html
ריחם	פיעל	לשון_המקרא	tnk1/ljon/jorj/rxm1.html
ריחף	פיעל	לשון_המקרא	tnk1/ljon/jorj/rxp.html
ריחק	פיעל	לשון_המקרא	tnk1/ljon/jorj/rxq.html
ריטש	פיעל	לשון_המקרא	tnk1/ljon/jorj/rfj.html
רֵים	חיה [= ראם = שור הבר]	לשון_המקרא	tnk1/ljon/jorj/ram1.html
רימה	פיעל	לשון_המקרא	tnk1/ljon/jorj/rmh2.html
רימון	פרי	לשון_המקרא	tnk1/ljon/jorj/rmn.html
רינה	קול [= פעולה חיצונית שמביעה הודיה]	לשון_המקרא	tnk1/ljon/jorj/rnn.html
רינן	פיעל	לשון_המקרא	tnk1/ljon/jorj/rnn.html
ריעה	פיעל	לשון_המקרא	tnk1/ljon/jorj/reh2.html
ריפא	פיעל [= הבריא, החליש את אחיזת המחלה בגוף]	לשון_המקרא	tnk1/ljon/jorj/rpa1.html
ריפא4	פיעל [= החליש, או הרגיע ועשה לרפוי]	לשון_המקרא	tnk1/ljon/jorj/rph.html
ריפד	פיעל	לשון_המקרא	tnk1/ljon/jorj/rpd.html
ריפה	פיעל	לשון_המקרא	tnk1/ljon/jorj/rph.html
ריפת	גבר	דמות_מהתנך	tnk1/dmut/dmut/25.html
ריצד	פיעל	לשון_המקרא	tnk1/ljon/jorj/rcd.html
ריצה	פיעל	לשון_המקרא	tnk1/ljon/jorj/rch.html
ריצח	פיעל	לשון_המקרא	tnk1/ljon/jorj/rcx.html
ריצץ	פיעל	לשון_המקרא	tnk1/ljon/jorj/rcc.html
רִיק	מופשט	לשון_המקרא	tnk1/ljon/jorj/ryq.html
ריקד	פיעל	לשון_המקרא	tnk1/ljon/jorj/rqd.html
ריקוחים	שם מתואר [= דברים מרוקחים]	לשון_המקרא	tnk1/ljon/jorj/rqx.html
ריקועים	שם מתואר [= מענין "ריקע"]	לשון_המקרא	tnk1/ljon/jorj/rqe.html
ריקע	פיעל	לשון_המקרא	tnk1/ljon/jorj/rqe.html
רִיר	חומר	לשון_המקרא	tnk1/ljon/jorj/ryr.html
רִיש	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwj.html
ריתח	פיעל	לשון_המקרא	tnk1/ljon/jorj/rtx.html
רך	תואר [= רגיש, מושפע בקלות מכוחות חיצוניים]	לשון_המקרא	tnk1/ljon/jorj/rkk.html
רך לבב	ביטוי: בעל תכונה [= שמחשבותיו מזדעזעות בקלות מאירועים ומראות קשים]	לשון_המקרא	tnk1/ljon/jorj/lbb2.html#bituy
רכב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1061.html
רכב	גבר	דמות_מהתנך	tnk1/dmut/dmut/741.html
רכב	כמה	דמויות_מהתנך	tnk1/dmut/jm/rkb.html
רכֶב	מבנה [= כלי תחבורה, נרדף לפרש; ויש אומרים גם האבן העליונה משתי אבני הריחיים]	לשון_המקרא	tnk1/ljon/jorj/rkb.html
רכב אבי יהונדב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1061.html
רכב אדם	ביטוי: מבנה	לשון_המקרא	tnk1/ljon/jorj/adm2.html#bituy
רכב בן רמון	גבר	דמות_מהתנך	tnk1/dmut/dmut/741.html
רכב ברזל	ביטוי: מבנה	לשון_המקרא	tnk1/ljon/jorj/brzl.html#bituy
רכבה	חומר בנין [= ת"י "לרתיכין", וע' שורש עצ]	לשון_המקרא	tnk1/ljon/jorj/rkb.html
רכוּב	שם מתואר [= דבר שרוכבין עליו]	לשון_המקרא	tnk1/ljon/jorj/rkb.html
רכולה	שם מתואר [= סחורה]	לשון_המקרא	tnk1/ljon/jorj/rkl.html
רכוּש	שם מתואר [= כמו הון]	לשון_המקרא	tnk1/ljon/jorj/rkj1.html
רכוש	רכושו של אדם	מצוות_עצם	tryg/sug/ecm_adm_gwpw_wxpcyw.html
רכוש הזולת	דיני ממונות - מצוות הקובעות את היחס הראוי לרכושו של הזולת	מצוות_עצם	tryg/sug/ecm_rkwj_hzwlt.html
רכוש המלך	רכוש המלך	מצוות_רצון	tryg/sug/rkwj_hmlk.html
רכוש כללי	רכוש - כללי	מצוות_עצם	tryg/sug/ecm_rkwj.html
רכיל	תואר פועל [= מרגל, סוחר בשמועות כרוכל]	לשון_המקרא	tnk1/ljon/jorj/rkl.html
רכילות	איסור רכילות = דיבורים שגורמים נזק	מצוות_אדם	tryg/sug/rkylwt.html
רֻכך	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rkk.html
רכל	שורש [= ענינו נרדף אל סחר, ועמו "רכיל"]	לשון_המקרא	tnk1/ljon/jorj/rkl.html
רֹכֶס	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rks.html
רכש	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rkj.html
רכֶש	חיה	לשון_המקרא	tnk1/ljon/jorj/rkj2.html
רלב"ג	פירושי רלב"ג	אוסף מאמרים	tnk1/klli/limud/rlbg.html
רם	גבר	דמות_מהתנך	tnk1/dmut/dmut/1375.html
רם	גבר	דמות_מהתנך	tnk1/dmut/dmut/679.html
רם	כמה	דמויות_מהתנך	tnk1/dmut/jm/rm.html
רם	פעל	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
רם אב קדמון של אליהוא	גבר	דמות_מהתנך	tnk1/dmut/dmut/1375.html
רם בן חצרן	גבר	דמות_מהתנך	tnk1/dmut/dmut/679.html
רם[ת]	תואר	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
רמב"ם	פירושי רמב"ם	אוסף מאמרים	tnk1/klli/mdrjim/rmbm0.html
רמב"ן	פירושי רמב"ן	אוסף מאמרים	tnk1/klli/mdrjim/rmbn.html
רמה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rmh.html
רִמָּה	חיה [= שם קיבוצי]	לשון_המקרא	tnk1/ljon/jorj/rmm.html
רָמָה	מבנה [= נרדף לגב, כמו בימוס ומזבח]	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
רמון	גבר	דמות_מהתנך	tnk1/dmut/dmut/739.html
רמון הבארתי	גבר	דמות_מהתנך	tnk1/dmut/dmut/739.html
רמוּת	מופשט	לשון_המקרא	tnk1/ljon/jorj/rmh1.html
רמח	שורש	לשון_המקרא	tnk1/ljon/jorj/rmx.html
רמי ניר	רמי ניר - שבר השלום והאמת	אוסף מאמרים	tnk1/sofrim/rami/index.html
רמיה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rmh2.html
רמָּך	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/rmk.html
רמליה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1078.html
רמליהו	גבר	דמות_מהתנך	tnk1/dmut/dmut/1078.html
רממ	שורש [= שם "רימה", והוא שם קיבוצי לתולעים, והנגזר ממנו]	לשון_המקרא	tnk1/ljon/jorj/rmm.html
רמנ	שורש [= שם "רימון", והוא מין עץ ופריו]	לשון_המקרא	tnk1/ljon/jorj/rmn.html
רמס	שורש [= ענינו דריכה בחוזק ובהשחתה]	לשון_המקרא	tnk1/ljon/jorj/rms.html
רמֶשׂ	חיה [= כל הרומש על הארץ]	לשון_המקרא	tnk1/ljon/jorj/rmsj.html
רמת-	מקום [= שם-פרטי "רמת לחי"]	לשון_המקרא	tnk1/ljon/jorj/rmh1.html
רֹן	קול	לשון_המקרא	tnk1/ljon/jorj/rnn.html
רנה	שורש [= ענינו קשקוש קול החיצים, ותרגומו "תשרי"]	לשון_המקרא	tnk1/ljon/jorj/rnh.html
רֻנן	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rnn.html
רננה	קול	לשון_המקרא	tnk1/ljon/jorj/rnn.html
רננים	עוף	לשון_המקרא	tnk1/ljon/jorj/rnn.html
רסיס	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rss.html
רסֶן	כלי [= נרדף למתג]	לשון_המקרא	tnk1/ljon/jorj/rsn.html
רסס	שורש [= ענינו כתיתה ופירור]	לשון_המקרא	tnk1/ljon/jorj/rss.html
רֹע	אופי	לשון_המקרא	tnk1/ljon/jorj/ree1.html
רע עין	ביטוי: בעל תכונה [= אדם שמצטער כאשר הוא רואה שהזולת נהנה מדבר ששייך לו]	לשון_המקרא	tnk1/ljon/jorj/eyn1.html#bituy
רַע1	תואר [= תואר בינוני, ועל הרוב חסר המתואר והוא שמ"ת]	לשון_המקרא	tnk1/ljon/jorj/ree1.html
רֵע1	קול [= שם-מופשט על-משקל "גר", "עד"]	לשון_המקרא	tnk1/ljon/jorj/rwe1.html
רַע2	מופשט	לשון_המקרא	tnk1/ljon/jorj/ree2.html
רֵע2	אדם קרוב [= תואר על-משקל "עד"]	לשון_המקרא	tnk1/ljon/jorj/rwe2.html
רעָב	רגש	לשון_המקרא	tnk1/ljon/jorj/reb.html
רעֵב[ת]	תואר	לשון_המקרא	tnk1/ljon/jorj/reb.html
רעבון	רגש	לשון_המקרא	tnk1/ljon/jorj/reb.html
רַעַד	רגש	לשון_המקרא	tnk1/ljon/jorj/red.html
רעדה	רגש	לשון_המקרא	tnk1/ljon/jorj/red.html
רָעָה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ree1.html
רֹעה	תואר [= רצוץ [רק בנקבה בינונית "רֹעָה"]]	לשון_המקרא	tnk1/ljon/jorj/ree2.html
רעה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/reh.html
רֵעֶה	אדם קרוב [= כמו רֵע]	לשון_המקרא	tnk1/ljon/jorj/reh2.html
רעהו של איש אחד מבני הנביאים	גבר	דמות_מהתנך	tnk1/dmut/dmut/1339.html
